timestamp,lift_id,lift_model,lift_age_hours,ARM_DIST_mm,DOOR_DIST_mm,FLOOR_DIST_mm,ROPE_MFL_mV,BEARING_TEMP_C,maintenance_done
2023-01-26 12:00:00,LIFT_001,Otis Gen2,15612,0.538,2.471,0.253,10.79,38.508,False
2023-01-27 00:00:00,LIFT_001,Otis Gen2,15624,0.577,2.752,0.427,11.096,41.792,False
2023-01-27 12:00:00,LIFT_001,Otis Gen2,15636,0.52,3.11,0.574,10.654,41.407,False
2023-01-28 00:00:00,LIFT_001,Otis Gen2,15648,0.558,3.033,0.643,11.067,41.653,False
2023-01-28 12:00:00,LIFT_001,Otis Gen2,15660,0.572,3.351,0.439,12.44,40.182,False
2023-01-29 00:00:00,LIFT_001,Otis Gen2,15672,0.561,3.351,0.8,11.177,42.52,False
2023-01-29 12:00:00,LIFT_001,Otis Gen2,15684,0.559,3.333,0.971,11.781,42.63,False
2023-01-30 00:00:00,LIFT_001,Otis Gen2,15696,0.592,3.522,1.02,12.032,43.088,False
2023-01-30 12:00:00,LIFT_001,Otis Gen2,15708,0.567,3.665,1.037,11.821,44.629,False
2023-01-31 00:00:00,LIFT_001,Otis Gen2,15720,0.609,3.631,1.082,11.845,44.889,False
2023-01-31 12:00:00,LIFT_001,Otis Gen2,15732,0.61,3.872,1.192,12.714,45.722,False
2023-02-01 00:00:00,LIFT_001,Otis Gen2,15744,0.607,3.857,1.151,12.11,46.392,False
2023-02-01 12:00:00,LIFT_001,Otis Gen2,15756,0.61,3.906,1.562,11.787,45.675,False
2023-02-02 00:00:00,LIFT_001,Otis Gen2,15768,0.626,4.166,1.326,12.719,47.472,False
2023-02-02 12:00:00,LIFT_001,Otis Gen2,15780,0.59,4.194,1.123,13.006,47.932,False
2023-02-03 00:00:00,LIFT_001,Otis Gen2,15792,0.597,4.254,1.398,12.352,47.851,False
2023-02-03 12:00:00,LIFT_001,Otis Gen2,15804,0.623,4.41,1.271,12.512,49.5,False
2023-02-04 00:00:00,LIFT_001,Otis Gen2,15816,0.594,4.344,1.286,12.756,50.173,False
2023-02-04 12:00:00,LIFT_001,Otis Gen2,15828,0.657,4.67,1.455,12.967,49.454,False
2023-02-05 00:00:00,LIFT_001,Otis Gen2,15840,0.632,4.655,1.609,12.678,51.57,False
2023-02-05 12:00:00,LIFT_001,Otis Gen2,15852,0.668,4.772,1.682,13.551,51.244,False
2023-02-06 00:00:00,LIFT_001,Otis Gen2,15864,0.647,4.884,1.678,12.934,52.265,False
2023-02-06 12:00:00,LIFT_001,Otis Gen2,15876,0.657,5.127,1.908,14.511,52.067,False
2023-02-07 00:00:00,LIFT_001,Otis Gen2,15888,0.67,5.1,2.211,13.145,52.589,False
2023-02-07 12:00:00,LIFT_001,Otis Gen2,15900,0.645,4.968,1.725,13.284,54.174,False
2023-02-08 00:00:00,LIFT_001,Otis Gen2,15912,0.669,5.468,2.077,13.49,53.72,False
2023-02-08 12:00:00,LIFT_001,Otis Gen2,15924,0.677,5.247,2.311,14.483,54.743,False
2023-02-09 00:00:00,LIFT_001,Otis Gen2,15936,0.638,5.614,1.979,14.626,54.212,False
2023-02-09 12:00:00,LIFT_001,Otis Gen2,15948,0.665,5.579,2.068,13.897,57.024,False
2023-02-10 00:00:00,LIFT_001,Otis Gen2,15960,0.66,5.663,2.14,14.494,57.708,False
2023-02-10 12:00:00,LIFT_001,Otis Gen2,15972,0.664,5.624,2.429,14.517,56.842,False
2023-02-11 00:00:00,LIFT_001,Otis Gen2,15984,0.723,5.888,2.466,14.499,60.246,False
2023-02-11 12:00:00,LIFT_001,Otis Gen2,15996,0.732,5.951,2.482,14.903,60.148,False
2023-02-12 00:00:00,LIFT_001,Otis Gen2,16008,0.682,6.144,2.556,13.815,58.191,False
2023-02-12 12:00:00,LIFT_001,Otis Gen2,16020,0.666,6.148,2.545,15.56,60.042,False
2023-02-13 00:00:00,LIFT_001,Otis Gen2,16032,0.744,6.136,2.118,14.896,60.947,False
2023-02-13 12:00:00,LIFT_001,Otis Gen2,16044,0.716,6.167,2.498,14.386,61.827,False
2023-02-14 00:00:00,LIFT_001,Otis Gen2,16056,0.728,6.379,2.471,14.623,61.689,False
2023-02-14 12:00:00,LIFT_001,Otis Gen2,16068,0.745,6.474,2.731,15.002,61.553,False
2023-02-15 00:00:00,LIFT_001,Otis Gen2,16080,0.729,6.568,2.577,14.782,64.905,False
2023-02-15 12:00:00,LIFT_001,Otis Gen2,16092,0.737,6.701,2.788,15.44,63.314,False
2023-02-16 00:00:00,LIFT_001,Otis Gen2,16104,0.753,6.946,2.696,15.322,63.855,False
2023-02-16 12:00:00,LIFT_001,Otis Gen2,16116,0.7,6.818,3.133,16.547,64.475,False
2023-02-17 00:00:00,LIFT_001,Otis Gen2,16128,0.762,7.1,3.532,16.399,65.191,False
2023-02-17 12:00:00,LIFT_001,Otis Gen2,16140,0.736,7.008,3.014,15.576,64.491,False
2023-02-18 00:00:00,LIFT_001,Otis Gen2,16152,0.748,7.16,3.368,16.509,66.5,False
2023-02-18 12:00:00,LIFT_001,Otis Gen2,16164,0.795,7.375,2.916,16.944,67.641,False
2023-02-19 00:00:00,LIFT_001,Otis Gen2,16176,0.75,7.448,2.97,15.606,68.623,False
2023-02-19 12:00:00,LIFT_001,Otis Gen2,16188,0.813,7.426,3.315,16.086,67.804,False
2023-02-20 00:00:00,LIFT_001,Otis Gen2,16200,0.768,7.579,3.269,16.111,69.156,False
2023-02-20 12:00:00,LIFT_001,Otis Gen2,16212,0.784,7.741,3.135,16.352,70.235,False
2023-02-21 00:00:00,LIFT_001,Otis Gen2,16224,0.8,7.766,3.394,17.131,68.405,False
2023-02-21 12:00:00,LIFT_001,Otis Gen2,16236,0.806,7.897,3.545,16.488,68.864,False
2023-02-22 00:00:00,LIFT_001,Otis Gen2,16248,0.767,8.068,3.54,16.532,71.902,True
2023-02-22 12:00:00,LIFT_001,Otis Gen2,16260,0.467,1.94,0.152,10.553,35.772,False
2023-02-23 00:00:00,LIFT_001,Otis Gen2,16272,0.491,2.331,0.198,9.532,35.61,False
2023-02-23 12:00:00,LIFT_001,Otis Gen2,16284,0.513,2.224,0.629,10.037,35.994,False
2023-02-24 00:00:00,LIFT_001,Otis Gen2,16296,0.505,2.322,0.406,9.985,36.863,False
2023-02-24 12:00:00,LIFT_001,Otis Gen2,16308,0.544,2.13,0.698,10.058,37.707,False
2023-02-25 00:00:00,LIFT_001,Otis Gen2,16320,0.524,2.569,0.647,9.126,38.251,False
2023-02-25 12:00:00,LIFT_001,Otis Gen2,16332,0.518,2.368,0.942,10.17,38.463,False
2023-02-26 00:00:00,LIFT_001,Otis Gen2,16344,0.558,2.624,0.919,10.482,38.245,False
2023-02-26 12:00:00,LIFT_001,Otis Gen2,16356,0.558,2.614,1.172,10.641,39.767,False
2023-02-27 00:00:00,LIFT_001,Otis Gen2,16368,0.571,2.798,1.311,10.637,37.868,False
2023-02-27 12:00:00,LIFT_001,Otis Gen2,16380,0.541,3.028,1.646,10.309,40.229,False
2023-02-28 00:00:00,LIFT_001,Otis Gen2,16392,0.589,2.921,1.636,10.255,40.803,False
2023-02-28 12:00:00,LIFT_001,Otis Gen2,16404,0.589,3.191,2.08,9.763,40.56,False
2023-03-01 00:00:00,LIFT_001,Otis Gen2,16416,0.554,3.089,2.069,11.046,39.829,False
2023-03-01 12:00:00,LIFT_001,Otis Gen2,16428,0.534,3.246,2.72,10.575,41.206,False
2023-03-02 00:00:00,LIFT_001,Otis Gen2,16440,0.622,3.375,2.391,10.945,41.85,False
2023-03-02 12:00:00,LIFT_001,Otis Gen2,16452,0.57,3.27,2.882,10.865,42.139,False
2023-03-03 00:00:00,LIFT_001,Otis Gen2,16464,0.596,3.57,3.169,11.083,41.891,False
2023-03-03 12:00:00,LIFT_001,Otis Gen2,16476,0.601,3.686,2.701,11.295,40.598,False
2023-03-04 00:00:00,LIFT_001,Otis Gen2,16488,0.605,3.73,3.228,10.508,41.856,False
2023-03-04 12:00:00,LIFT_001,Otis Gen2,16500,0.61,3.642,3.101,10.963,42.48,False
2023-03-05 00:00:00,LIFT_001,Otis Gen2,16512,0.637,3.827,3.503,10.092,43.222,False
2023-03-05 12:00:00,LIFT_001,Otis Gen2,16524,0.637,3.85,3.41,11.063,44.837,False
2023-03-06 00:00:00,LIFT_001,Otis Gen2,16536,0.619,4.033,3.443,11.448,45.004,False
2023-03-06 12:00:00,LIFT_001,Otis Gen2,16548,0.642,4.363,3.535,11.853,42.9,False
2023-03-07 00:00:00,LIFT_001,Otis Gen2,16560,0.603,4.069,3.677,11.309,46.289,False
2023-03-07 12:00:00,LIFT_001,Otis Gen2,16572,0.645,4.266,4.175,11.672,45.112,False
2023-03-08 00:00:00,LIFT_001,Otis Gen2,16584,0.649,4.362,4.323,10.918,46.79,False
2023-03-08 12:00:00,LIFT_001,Otis Gen2,16596,0.662,4.386,4.237,11.402,47.188,False
2023-03-09 00:00:00,LIFT_001,Otis Gen2,16608,0.678,4.439,4.469,11.286,48.573,False
2023-03-09 12:00:00,LIFT_001,Otis Gen2,16620,0.654,4.656,4.746,12.272,47.192,False
2023-03-10 00:00:00,LIFT_001,Otis Gen2,16632,0.666,4.626,4.518,12.379,47.397,False
2023-03-10 12:00:00,LIFT_001,Otis Gen2,16644,0.669,4.939,4.658,11.924,47.665,False
2023-03-11 00:00:00,LIFT_001,Otis Gen2,16656,0.716,4.678,4.814,11.321,50.49,False
2023-03-11 12:00:00,LIFT_001,Otis Gen2,16668,0.696,4.949,5.591,12.72,50.631,False
2023-03-12 00:00:00,LIFT_001,Otis Gen2,16680,0.69,5.029,5.22,11.741,48.769,False
2023-03-12 12:00:00,LIFT_001,Otis Gen2,16692,0.719,5.359,5.778,11.504,51.365,False
2023-03-13 00:00:00,LIFT_001,Otis Gen2,16704,0.746,5.403,5.59,12.042,51.12,False
2023-03-13 12:00:00,LIFT_001,Otis Gen2,16716,0.736,5.372,5.474,11.661,51.917,False
2023-03-14 00:00:00,LIFT_001,Otis Gen2,16728,0.697,5.48,5.799,11.484,53.499,False
2023-03-14 12:00:00,LIFT_001,Otis Gen2,16740,0.713,5.567,5.91,12.972,52.294,False
2023-03-15 00:00:00,LIFT_001,Otis Gen2,16752,0.739,5.615,6.539,11.22,53.033,False
2023-03-15 12:00:00,LIFT_001,Otis Gen2,16764,0.729,5.516,6.771,11.852,53.721,False
2023-03-16 00:00:00,LIFT_001,Otis Gen2,16776,0.752,5.739,7.125,12.053,52.36,False
2023-03-16 12:00:00,LIFT_001,Otis Gen2,16788,0.746,5.91,6.993,11.581,55.287,False
2023-03-17 00:00:00,LIFT_001,Otis Gen2,16800,0.725,6.063,6.779,12.06,55.862,False
2023-03-17 12:00:00,LIFT_001,Otis Gen2,16812,0.768,6.118,7.324,12.865,56.3,False
2023-03-18 00:00:00,LIFT_001,Otis Gen2,16824,0.762,6.187,7.051,12.241,56.496,False
2023-03-18 12:00:00,LIFT_001,Otis Gen2,16836,0.78,6.256,7.47,12.883,56.037,False
2023-03-19 00:00:00,LIFT_001,Otis Gen2,16848,0.774,6.388,7.388,12.617,55.515,False
2023-03-19 12:00:00,LIFT_001,Otis Gen2,16860,0.814,6.361,7.853,12.621,55.068,False
2023-03-20 00:00:00,LIFT_001,Otis Gen2,16872,0.782,6.579,8.156,12.604,56.088,False
2023-03-20 12:00:00,LIFT_001,Otis Gen2,16884,0.812,6.634,8.148,13.123,57.194,False
2023-03-21 00:00:00,LIFT_001,Otis Gen2,16896,0.796,6.402,8.479,12.716,56.636,False
2023-03-21 12:00:00,LIFT_001,Otis Gen2,16908,0.777,6.651,8.611,12.458,57.953,False
2023-03-22 00:00:00,LIFT_001,Otis Gen2,16920,0.798,6.72,8.222,12.052,58.127,False
2023-03-22 12:00:00,LIFT_001,Otis Gen2,16932,0.837,6.897,8.6,13.859,58.973,False
2023-03-23 00:00:00,LIFT_001,Otis Gen2,16944,0.853,7.163,8.608,12.79,59.56,False
2023-03-23 12:00:00,LIFT_001,Otis Gen2,16956,0.823,7.144,8.953,12.553,60.349,False
2023-03-24 00:00:00,LIFT_001,Otis Gen2,16968,0.833,7.059,9.394,13.373,61.301,False
2023-03-24 12:00:00,LIFT_001,Otis Gen2,16980,0.839,7.194,9.25,14.076,62.335,False
2023-03-25 00:00:00,LIFT_001,Otis Gen2,16992,0.836,7.368,9.475,13.238,62.381,False
2023-03-25 12:00:00,LIFT_001,Otis Gen2,17004,0.88,7.355,9.725,12.12,61.02,False
2023-03-26 00:00:00,LIFT_001,Otis Gen2,17016,0.882,7.432,9.692,13.038,63.412,False
2023-03-26 12:00:00,LIFT_001,Otis Gen2,17028,0.848,7.267,9.843,13.693,63.5,False
2023-03-27 00:00:00,LIFT_001,Otis Gen2,17040,0.902,7.59,9.846,13.37,63.837,False
2023-03-27 12:00:00,LIFT_001,Otis Gen2,17052,0.887,7.884,10.415,13.39,64.752,False
2023-03-28 00:00:00,LIFT_001,Otis Gen2,17064,0.897,7.964,10.688,14.001,63.828,False
2023-03-28 12:00:00,LIFT_001,Otis Gen2,17076,0.902,7.929,10.477,12.939,65.412,False
2023-03-29 00:00:00,LIFT_001,Otis Gen2,17088,0.907,8.094,10.755,13.334,66.175,True
2023-03-29 12:00:00,LIFT_001,Otis Gen2,17100,0.47,1.969,0.044,10.125,36.577,False
2023-03-30 00:00:00,LIFT_001,Otis Gen2,17112,0.516,2.134,0.224,10.235,35.146,False
2023-03-30 12:00:00,LIFT_001,Otis Gen2,17124,0.539,2.319,0.001,10.349,35.485,False
2023-03-31 00:00:00,LIFT_001,Otis Gen2,17136,0.577,2.165,0.194,10.613,38.343,False
2023-03-31 12:00:00,LIFT_001,Otis Gen2,17148,0.569,2.368,0.784,9.842,35.171,False
2023-04-01 00:00:00,LIFT_001,Otis Gen2,17160,0.597,2.479,0.306,11.061,38.206,False
2023-04-01 12:00:00,LIFT_001,Otis Gen2,17172,0.594,2.507,0.786,11.174,38.456,False
2023-04-02 00:00:00,LIFT_001,Otis Gen2,17184,0.66,2.634,0.409,10.644,39.102,False
2023-04-02 12:00:00,LIFT_001,Otis Gen2,17196,0.646,2.822,0.886,10.506,41.184,False
2023-04-03 00:00:00,LIFT_001,Otis Gen2,17208,0.657,3.064,0.986,11.501,40.902,False
2023-04-03 12:00:00,LIFT_001,Otis Gen2,17220,0.685,3.122,1.285,11.513,41.634,False
2023-04-04 00:00:00,LIFT_001,Otis Gen2,17232,0.692,3.308,0.986,12.456,41.477,False
2023-04-04 12:00:00,LIFT_001,Otis Gen2,17244,0.682,3.283,1.087,12.118,41.457,False
2023-04-05 00:00:00,LIFT_001,Otis Gen2,17256,0.72,3.187,1.235,10.627,41.118,False
2023-04-05 12:00:00,LIFT_001,Otis Gen2,17268,0.761,3.56,1.513,11.497,43.247,False
2023-04-06 00:00:00,LIFT_001,Otis Gen2,17280,0.764,3.471,1.83,12.56,43.666,False
2023-04-06 12:00:00,LIFT_001,Otis Gen2,17292,0.782,3.714,1.223,12.139,43.798,False
2023-04-07 00:00:00,LIFT_001,Otis Gen2,17304,0.779,3.771,2.093,12.725,44.501,False
2023-04-07 12:00:00,LIFT_001,Otis Gen2,17316,0.828,4.045,2.02,12.576,45.018,False
2023-04-08 00:00:00,LIFT_001,Otis Gen2,17328,0.848,4.05,2.116,13.005,47.307,False
2023-04-08 12:00:00,LIFT_001,Otis Gen2,17340,0.841,4.248,2.079,13.866,46.161,False
2023-04-09 00:00:00,LIFT_001,Otis Gen2,17352,0.904,4.242,2.011,12.728,47.122,False
2023-04-09 12:00:00,LIFT_001,Otis Gen2,17364,0.895,4.38,2.128,13.1,50.177,False
2023-04-10 00:00:00,LIFT_001,Otis Gen2,17376,0.939,4.477,2.353,13.313,49.241,False
2023-04-10 12:00:00,LIFT_001,Otis Gen2,17388,0.902,4.514,2.113,13.594,49.867,False
2023-04-11 00:00:00,LIFT_001,Otis Gen2,17400,0.93,4.803,2.304,12.804,50.037,False
2023-04-11 12:00:00,LIFT_001,Otis Gen2,17412,0.978,4.92,2.559,14.217,50.366,False
2023-04-12 00:00:00,LIFT_001,Otis Gen2,17424,0.971,4.945,2.883,13.031,52.474,False
2023-04-12 12:00:00,LIFT_001,Otis Gen2,17436,1.02,4.9,2.934,14.207,51.85,False
2023-04-13 00:00:00,LIFT_001,Otis Gen2,17448,0.999,5.002,2.952,14.688,52.726,False
2023-04-13 12:00:00,LIFT_001,Otis Gen2,17460,1.02,5.252,2.489,14.818,51.035,False
2023-04-14 00:00:00,LIFT_001,Otis Gen2,17472,1.038,5.168,2.902,14.965,52.899,False
2023-04-14 12:00:00,LIFT_001,Otis Gen2,17484,1.07,5.381,3.358,14.565,52.677,False
2023-04-15 00:00:00,LIFT_001,Otis Gen2,17496,1.1,5.443,3.053,14.453,56.053,False
2023-04-15 12:00:00,LIFT_001,Otis Gen2,17508,1.115,5.563,3.397,14.648,57.221,False
2023-04-16 00:00:00,LIFT_001,Otis Gen2,17520,1.123,5.747,3.775,15.07,55.478,False
2023-04-16 12:00:00,LIFT_001,Otis Gen2,17532,1.129,5.802,3.663,15.456,56.382,False
2023-04-17 00:00:00,LIFT_001,Otis Gen2,17544,1.165,5.907,3.788,14.234,57.838,False
2023-04-17 12:00:00,LIFT_001,Otis Gen2,17556,1.175,6.121,3.295,16.419,57.375,False
2023-04-18 00:00:00,LIFT_001,Otis Gen2,17568,1.208,6.023,4.099,14.989,57.483,False
2023-04-18 12:00:00,LIFT_001,Otis Gen2,17580,1.242,6.214,4.122,16.093,59.195,False
2023-04-19 00:00:00,LIFT_001,Otis Gen2,17592,1.224,6.375,4.661,15.77,59.493,False
2023-04-19 12:00:00,LIFT_001,Otis Gen2,17604,1.26,6.555,4.52,16.26,58.742,False
2023-04-20 00:00:00,LIFT_001,Otis Gen2,17616,1.289,6.436,4.445,15.705,60.413,False
2023-04-20 12:00:00,LIFT_001,Otis Gen2,17628,1.28,6.688,4.571,17.03,61.523,False
2023-04-21 00:00:00,LIFT_001,Otis Gen2,17640,1.287,6.858,4.826,15.751,62.259,False
2023-04-21 12:00:00,LIFT_001,Otis Gen2,17652,1.323,6.838,4.965,16.431,62.38,False
2023-04-22 00:00:00,LIFT_001,Otis Gen2,17664,1.323,6.975,4.573,15.928,64.441,False
2023-04-22 12:00:00,LIFT_001,Otis Gen2,17676,1.327,6.98,4.463,16.47,62.116,False
2023-04-23 00:00:00,LIFT_001,Otis Gen2,17688,1.395,7.286,4.858,18.057,65.014,False
2023-04-23 12:00:00,LIFT_001,Otis Gen2,17700,1.373,7.041,5.556,16.377,62.979,False
2023-04-24 00:00:00,LIFT_001,Otis Gen2,17712,1.417,7.641,5.477,17.495,65.812,False
2023-04-24 12:00:00,LIFT_001,Otis Gen2,17724,1.432,7.578,5.358,17.407,65.747,False
2023-04-25 00:00:00,LIFT_001,Otis Gen2,17736,1.417,7.58,5.065,17.447,65.413,False
2023-04-25 12:00:00,LIFT_001,Otis Gen2,17748,1.428,7.732,5.784,18.097,65.424,False
2023-04-26 00:00:00,LIFT_001,Otis Gen2,17760,1.448,7.914,5.411,17.667,68.137,False
2023-04-26 12:00:00,LIFT_001,Otis Gen2,17772,1.466,7.936,5.443,17.62,68.499,False
2023-04-27 00:00:00,LIFT_001,Otis Gen2,17784,1.471,8.076,5.808,18.338,68.996,True
2023-04-27 12:00:00,LIFT_001,Otis Gen2,17796,0.527,1.972,0.08,10.25,33.704,False
2023-04-28 00:00:00,LIFT_001,Otis Gen2,17808,0.527,2.076,0.185,10.512,36.549,False
2023-04-28 12:00:00,LIFT_001,Otis Gen2,17820,0.494,2.292,0.368,11.182,35.776,False
2023-04-29 00:00:00,LIFT_001,Otis Gen2,17832,0.517,2.24,1.165,9.79,37.93,False
2023-04-29 12:00:00,LIFT_001,Otis Gen2,17844,0.502,2.389,1.052,11.157,39.831,False
2023-04-30 00:00:00,LIFT_001,Otis Gen2,17856,0.49,2.557,1.493,9.839,39.324,False
2023-04-30 12:00:00,LIFT_001,Otis Gen2,17868,0.525,2.677,1.287,10.1,37.898,False
2023-05-01 00:00:00,LIFT_001,Otis Gen2,17880,0.549,2.852,1.743,10.687,38.99,False
2023-05-01 12:00:00,LIFT_001,Otis Gen2,17892,0.545,2.738,1.78,10.797,41.218,False
2023-05-02 00:00:00,LIFT_001,Otis Gen2,17904,0.523,2.957,2.038,11.577,43.248,False
2023-05-02 12:00:00,LIFT_001,Otis Gen2,17916,0.544,3.106,2.826,10.776,41.785,False
2023-05-03 00:00:00,LIFT_001,Otis Gen2,17928,0.56,3.36,2.591,12.362,43.917,False
2023-05-03 12:00:00,LIFT_001,Otis Gen2,17940,0.537,3.173,3.009,11.178,44.704,False
2023-05-04 00:00:00,LIFT_001,Otis Gen2,17952,0.586,3.347,3.386,11.164,44.891,False
2023-05-04 12:00:00,LIFT_001,Otis Gen2,17964,0.531,3.491,3.52,11.945,47.454,False
2023-05-05 00:00:00,LIFT_001,Otis Gen2,17976,0.548,3.612,3.499,12.225,47.532,False
2023-05-05 12:00:00,LIFT_001,Otis Gen2,17988,0.579,3.589,3.667,11.828,47.591,False
2023-05-06 00:00:00,LIFT_001,Otis Gen2,18000,0.573,3.872,3.915,11.516,50.788,False
2023-05-06 12:00:00,LIFT_001,Otis Gen2,18012,0.553,3.991,4.331,12.578,49.432,False
2023-05-07 00:00:00,LIFT_001,Otis Gen2,18024,0.572,4.06,4.478,13.172,50.804,False
2023-05-07 12:00:00,LIFT_001,Otis Gen2,18036,0.596,4.069,4.758,12.131,50.685,False
2023-05-08 00:00:00,LIFT_001,Otis Gen2,18048,0.567,4.357,5.056,12.947,51.615,False
2023-05-08 12:00:00,LIFT_001,Otis Gen2,18060,0.596,4.578,5.226,12.672,53.171,False
2023-05-09 00:00:00,LIFT_001,Otis Gen2,18072,0.546,4.444,5.452,12.638,53.951,False
2023-05-09 12:00:00,LIFT_001,Otis Gen2,18084,0.602,4.363,5.637,11.826,54.539,False
2023-05-10 00:00:00,LIFT_001,Otis Gen2,18096,0.61,4.57,6.115,12.765,54.081,False
2023-05-10 12:00:00,LIFT_001,Otis Gen2,18108,0.617,4.687,6.235,13.261,55.438,False
